src_path,src_r0,src_r1,src_c0,src_c1,dst_path,dst_r0,dst_r1,dst_c0,dst_c1
/home/dziurawy-beret/dataset_final/00022_FINAL.png,556,752,158,354,/home/dziurawy-beret/houzz_final/00062.jpg,530,726,822,1018
/home/dziurawy-beret/dataset_final/00022_FINAL.png,556,752,158,354,/home/dziurawy-beret/houzz_final/00008.jpg,484,680,88,284
/home/dziurawy-beret/dataset_final/00022_FINAL.png,556,752,158,354,/home/dziurawy-beret/houzz_final/00062.jpg,549,745,530,726
/home/dziurawy-beret/dataset_final/00022_FINAL.png,556,752,158,354,/home/dziurawy-beret/houzz_final/00091.jpg,537,733,351,547
/home/dziurawy-beret/dataset_final/00022_FINAL.png,93,289,534,730,/home/dziurawy-beret/houzz_final/00084.jpg,378,574,785,981
/home/dziurawy-beret/dataset_final/00022_FINAL.png,93,289,534,730,/home/dziurawy-beret/houzz_final/00018.jpg,276,472,496,692
/home/dziurawy-beret/dataset_final/00022_FINAL.png,93,289,534,730,/home/dziurawy-beret/houzz_final/00039.jpg,276,472,291,487
/home/dziurawy-beret/dataset_final/00022_FINAL.png,93,289,534,730,/home/dziurawy-beret/houzz_final/00030.jpg,314,510,645,841
/home/dziurawy-beret/dataset_final/00022_FINAL.png,93,289,534,730,/home/dziurawy-beret/houzz_final/00074.jpg,334,530,206,402
/home/dziurawy-beret/dataset_final/00022_FINAL.png,93,289,534,730,/home/dziurawy-beret/houzz_final/00048.jpg,170,366,569,765
/home/dziurawy-beret/dataset_final/00022_FINAL.png,93,289,534,730,/home/dziurawy-beret/houzz_final/00079.jpg,318,514,30,226
/home/dziurawy-beret/dataset_final/00022_FINAL.png,93,289,534,730,/home/dziurawy-beret/houzz_final/00048.jpg,163,359,587,783
/home/dziurawy-beret/dataset_final/00022_FINAL.png,93,289,534,730,/home/dziurawy-beret/houzz_final/00002.jpg,292,488,465,661
/home/dziurawy-beret/dataset_final/00022_FINAL.png,93,289,534,730,/home/dziurawy-beret/houzz_final/00007.jpg,215,411,692,888
/home/dziurawy-beret/dataset_final/00022_FINAL.png,129,325,731,927,/home/dziurawy-beret/houzz_final/00075.jpg,347,543,8,204
/home/dziurawy-beret/dataset_final/00022_FINAL.png,129,325,731,927,/home/dziurawy-beret/houzz_final/00052.jpg,246,442,20,216
/home/dziurawy-beret/dataset_final/00022_FINAL.png,129,325,731,927,/home/dziurawy-beret/houzz_final/00059.jpg,352,548,344,540
/home/dziurawy-beret/dataset_final/00022_FINAL.png,129,325,731,927,/home/dziurawy-beret/houzz_final/00048.jpg,70,266,87,283
/home/dziurawy-beret/dataset_final/00022_FINAL.png,129,325,731,927,/home/dziurawy-beret/houzz_final/00059.jpg,349,545,361,557
/home/dziurawy-beret/dataset_final/00022_FINAL.png,129,325,731,927,/home/dziurawy-beret/houzz_final/00045.jpg,144,340,679,875
/home/dziurawy-beret/dataset_final/00022_FINAL.png,129,325,731,927,/home/dziurawy-beret/houzz_final/00059.jpg,463,659,360,556
/home/dziurawy-beret/dataset_final/00022_FINAL.png,129,325,731,927,/home/dziurawy-beret/houzz_final/00010.jpg,256,452,268,464
/home/dziurawy-beret/dataset_final/00022_FINAL.png,129,325,731,927,/home/dziurawy-beret/houzz_final/00069.jpg,64,260,233,429
/home/dziurawy-beret/dataset_final/00022_FINAL.png,129,325,731,927,/home/dziurawy-beret/houzz_final/00065.jpg,570,766,445,641
/home/dziurawy-beret/dataset_final/00022_FINAL.png,113,309,28,224,/home/dziurawy-beret/houzz_final/00042.jpg,286,482,676,872
/home/dziurawy-beret/dataset_final/00022_FINAL.png,113,309,28,224,/home/dziurawy-beret/houzz_final/00046.jpg,232,428,413,609
/home/dziurawy-beret/dataset_final/00022_FINAL.png,113,309,28,224,/home/dziurawy-beret/houzz_final/00032.jpg,465,661,416,612
/home/dziurawy-beret/dataset_final/00022_FINAL.png,329,525,36,232,/home/dziurawy-beret/houzz_final/00007.jpg,314,510,562,758
/home/dziurawy-beret/dataset_final/00022_FINAL.png,329,525,36,232,/home/dziurawy-beret/houzz_final/00100.jpg,133,329,276,472
/home/dziurawy-beret/dataset_final/00022_FINAL.png,329,525,36,232,/home/dziurawy-beret/houzz_final/00093.jpg,470,666,471,667
/home/dziurawy-beret/dataset_final/00022_FINAL.png,329,525,36,232,/home/dziurawy-beret/houzz_final/00080.jpg,199,395,534,730
/home/dziurawy-beret/dataset_final/00022_FINAL.png,329,525,36,232,/home/dziurawy-beret/houzz_final/00003.jpg,39,235,234,430
/home/dziurawy-beret/dataset_final/00022_FINAL.png,329,525,36,232,/home/dziurawy-beret/houzz_final/00078.jpg,501,697,385,581
/home/dziurawy-beret/dataset_final/00022_FINAL.png,329,525,36,232,/home/dziurawy-beret/houzz_final/00007.jpg,367,563,622,818
/home/dziurawy-beret/dataset_final/00022_FINAL.png,124,320,221,417,/home/dziurawy-beret/houzz_final/00017.jpg,321,517,460,656
/home/dziurawy-beret/dataset_final/00022_FINAL.png,391,587,175,371,/home/dziurawy-beret/houzz_final/00043.jpg,418,614,107,303
/home/dziurawy-beret/dataset_final/00022_FINAL.png,391,587,175,371,/home/dziurawy-beret/houzz_final/00003.jpg,226,422,436,632
/home/dziurawy-beret/dataset_final/00022_FINAL.png,461,657,509,705,/home/dziurawy-beret/houzz_final/00075.jpg,507,703,277,473
/home/dziurawy-beret/dataset_final/00022_FINAL.png,400,596,84,280,/home/dziurawy-beret/houzz_final/00073.jpg,363,559,370,566
/home/dziurawy-beret/dataset_final/00022_FINAL.png,400,596,84,280,/home/dziurawy-beret/houzz_final/00079.jpg,354,550,190,386
/home/dziurawy-beret/dataset_final/00022_FINAL.png,400,596,84,280,/home/dziurawy-beret/houzz_final/00079.jpg,364,560,202,398
/home/dziurawy-beret/dataset_final/00022_FINAL.png,400,596,84,280,/home/dziurawy-beret/houzz_final/00072.jpg,342,538,774,970
/home/dziurawy-beret/dataset_final/00022_FINAL.png,400,596,84,280,/home/dziurawy-beret/houzz_final/00018.jpg,302,498,408,604
/home/dziurawy-beret/dataset_final/00022_FINAL.png,400,596,84,280,/home/dziurawy-beret/houzz_final/00037.jpg,317,513,345,541
/home/dziurawy-beret/dataset_final/00022_FINAL.png,400,596,84,280,/home/dziurawy-beret/houzz_final/00058.jpg,330,526,632,828
/home/dziurawy-beret/dataset_final/00022_FINAL.png,400,596,84,280,/home/dziurawy-beret/houzz_final/00029.jpg,325,521,373,569
/home/dziurawy-beret/dataset_final/00022_FINAL.png,400,596,84,280,/home/dziurawy-beret/houzz_final/00000.jpg,389,585,87,283
/home/dziurawy-beret/dataset_final/00022_FINAL.png,400,596,84,280,/home/dziurawy-beret/houzz_final/00011.jpg,273,469,662,858
/home/dziurawy-beret/dataset_final/00022_FINAL.png,118,314,103,299,/home/dziurawy-beret/houzz_final/00072.jpg,206,402,803,999
/home/dziurawy-beret/dataset_final/00022_FINAL.png,118,314,103,299,/home/dziurawy-beret/houzz_final/00090.jpg,503,699,740,936
/home/dziurawy-beret/dataset_final/00022_FINAL.png,118,314,103,299,/home/dziurawy-beret/houzz_final/00032.jpg,465,661,416,612
/home/dziurawy-beret/dataset_final/00022_FINAL.png,176,372,399,595,/home/dziurawy-beret/houzz_final/00019.jpg,514,710,202,398
/home/dziurawy-beret/dataset_final/00022_FINAL.png,525,721,767,963,/home/dziurawy-beret/houzz_final/00082.jpg,538,734,495,691
/home/dziurawy-beret/dataset_final/00022_FINAL.png,525,721,767,963,/home/dziurawy-beret/houzz_final/00007.jpg,494,690,684,880
/home/dziurawy-beret/dataset_final/00022_FINAL.png,525,721,767,963,/home/dziurawy-beret/houzz_final/00082.jpg,532,728,666,862
/home/dziurawy-beret/dataset_final/00022_FINAL.png,525,721,767,963,/home/dziurawy-beret/houzz_final/00082.jpg,555,751,496,692
/home/dziurawy-beret/dataset_final/00022_FINAL.png,525,721,767,963,/home/dziurawy-beret/houzz_final/00069.jpg,445,641,30,226
/home/dziurawy-beret/dataset_final/00022_FINAL.png,525,721,767,963,/home/dziurawy-beret/houzz_final/00088.jpg,26,222,605,801
/home/dziurawy-beret/dataset_final/00022_FINAL.png,525,721,767,963,/home/dziurawy-beret/houzz_final/00055.jpg,449,645,809,1005
/home/dziurawy-beret/dataset_final/00022_FINAL.png,525,721,767,963,/home/dziurawy-beret/houzz_final/00088.jpg,377,573,538,734
/home/dziurawy-beret/dataset_final/00022_FINAL.png,525,721,767,963,/home/dziurawy-beret/houzz_final/00082.jpg,460,656,219,415
/home/dziurawy-beret/dataset_final/00022_FINAL.png,525,721,767,963,/home/dziurawy-beret/houzz_final/00053.jpg,564,760,91,287
/home/dziurawy-beret/dataset_final/00022_FINAL.png,532,728,124,320,/home/dziurawy-beret/houzz_final/00080.jpg,546,742,647,843
/home/dziurawy-beret/dataset_final/00022_FINAL.png,532,728,124,320,/home/dziurawy-beret/houzz_final/00053.jpg,564,760,91,287
/home/dziurawy-beret/dataset_final/00022_FINAL.png,532,728,124,320,/home/dziurawy-beret/houzz_final/00098.jpg,540,736,294,490
/home/dziurawy-beret/dataset_final/00022_FINAL.png,532,728,124,320,/home/dziurawy-beret/houzz_final/00098.jpg,553,749,361,557
/home/dziurawy-beret/dataset_final/00022_FINAL.png,532,728,124,320,/home/dziurawy-beret/houzz_final/00098.jpg,535,731,346,542
/home/dziurawy-beret/dataset_final/00022_FINAL.png,532,728,124,320,/home/dziurawy-beret/houzz_final/00082.jpg,482,678,627,823
/home/dziurawy-beret/dataset_final/00022_FINAL.png,532,728,124,320,/home/dziurawy-beret/houzz_final/00007.jpg,480,676,618,814
/home/dziurawy-beret/dataset_final/00022_FINAL.png,532,728,124,320,/home/dziurawy-beret/houzz_final/00007.jpg,452,648,192,388
/home/dziurawy-beret/dataset_final/00022_FINAL.png,532,728,124,320,/home/dziurawy-beret/houzz_final/00069.jpg,445,641,30,226
/home/dziurawy-beret/dataset_final/00022_FINAL.png,532,728,124,320,/home/dziurawy-beret/houzz_final/00040.jpg,18,214,328,524
/home/dziurawy-beret/dataset_final/00022_FINAL.png,544,740,785,981,/home/dziurawy-beret/houzz_final/00065.jpg,525,721,254,450
/home/dziurawy-beret/dataset_final/00022_FINAL.png,544,740,785,981,/home/dziurawy-beret/houzz_final/00029.jpg,409,605,20,216
/home/dziurawy-beret/dataset_final/00022_FINAL.png,544,740,785,981,/home/dziurawy-beret/houzz_final/00048.jpg,563,759,565,761
/home/dziurawy-beret/dataset_final/00022_FINAL.png,544,740,785,981,/home/dziurawy-beret/houzz_final/00082.jpg,538,734,495,691
/home/dziurawy-beret/dataset_final/00022_FINAL.png,544,740,785,981,/home/dziurawy-beret/houzz_final/00100.jpg,221,417,338,534
/home/dziurawy-beret/dataset_final/00022_FINAL.png,544,740,785,981,/home/dziurawy-beret/houzz_final/00080.jpg,546,742,647,843
/home/dziurawy-beret/dataset_final/00022_FINAL.png,544,740,785,981,/home/dziurawy-beret/houzz_final/00053.jpg,564,760,91,287
/home/dziurawy-beret/dataset_final/00022_FINAL.png,544,740,785,981,/home/dziurawy-beret/houzz_final/00057.jpg,552,748,629,825
/home/dziurawy-beret/dataset_final/00022_FINAL.png,544,740,785,981,/home/dziurawy-beret/houzz_final/00091.jpg,512,708,48,244
/home/dziurawy-beret/dataset_final/00022_FINAL.png,544,740,785,981,/home/dziurawy-beret/houzz_final/00018.jpg,493,689,233,429
/home/dziurawy-beret/dataset_final/00022_FINAL.png,117,313,701,897,/home/dziurawy-beret/houzz_final/00048.jpg,70,266,87,283
/home/dziurawy-beret/dataset_final/00022_FINAL.png,117,313,701,897,/home/dziurawy-beret/houzz_final/00042.jpg,5,201,294,490
/home/dziurawy-beret/dataset_final/00022_FINAL.png,117,313,701,897,/home/dziurawy-beret/houzz_final/00045.jpg,144,340,679,875
/home/dziurawy-beret/dataset_final/00022_FINAL.png,117,313,701,897,/home/dziurawy-beret/houzz_final/00014.jpg,485,681,668,864
/home/dziurawy-beret/dataset_final/00022_FINAL.png,117,313,701,897,/home/dziurawy-beret/houzz_final/00040.jpg,340,536,119,315
/home/dziurawy-beret/dataset_final/00022_FINAL.png,117,313,701,897,/home/dziurawy-beret/houzz_final/00093.jpg,214,410,317,513
/home/dziurawy-beret/dataset_final/00022_FINAL.png,117,313,701,897,/home/dziurawy-beret/houzz_final/00018.jpg,276,472,496,692
/home/dziurawy-beret/dataset_final/00022_FINAL.png,117,313,701,897,/home/dziurawy-beret/houzz_final/00076.jpg,418,614,125,321
/home/dziurawy-beret/dataset_final/00022_FINAL.png,117,313,701,897,/home/dziurawy-beret/houzz_final/00039.jpg,276,472,291,487
/home/dziurawy-beret/dataset_final/00022_FINAL.png,117,313,701,897,/home/dziurawy-beret/houzz_final/00040.jpg,425,621,700,896
/home/dziurawy-beret/dataset_final/00022_FINAL.png,348,544,481,677,/home/dziurawy-beret/houzz_final/00003.jpg,19,215,198,394
/home/dziurawy-beret/dataset_final/00022_FINAL.png,445,641,104,300,/home/dziurawy-beret/houzz_final/00038.jpg,522,718,467,663
/home/dziurawy-beret/dataset_final/00022_FINAL.png,466,662,614,810,/home/dziurawy-beret/houzz_final/00039.jpg,416,612,247,443
/home/dziurawy-beret/dataset_final/00022_FINAL.png,466,662,614,810,/home/dziurawy-beret/houzz_final/00012.jpg,462,658,515,711
/home/dziurawy-beret/dataset_final/00022_FINAL.png,466,662,614,810,/home/dziurawy-beret/houzz_final/00005.jpg,498,694,480,676
/home/dziurawy-beret/dataset_final/00022_FINAL.png,466,662,614,810,/home/dziurawy-beret/houzz_final/00028.jpg,389,585,791,987
/home/dziurawy-beret/dataset_final/00022_FINAL.png,466,662,614,810,/home/dziurawy-beret/houzz_final/00090.jpg,531,727,87,283
/home/dziurawy-beret/dataset_final/00022_FINAL.png,466,662,614,810,/home/dziurawy-beret/houzz_final/00095.jpg,404,600,305,501
/home/dziurawy-beret/dataset_final/00022_FINAL.png,466,662,614,810,/home/dziurawy-beret/houzz_final/00092.jpg,500,696,183,379
/home/dziurawy-beret/dataset_final/00022_FINAL.png,466,662,614,810,/home/dziurawy-beret/houzz_final/00056.jpg,572,768,248,444
/home/dziurawy-beret/dataset_final/00022_FINAL.png,466,662,614,810,/home/dziurawy-beret/houzz_final/00087.jpg,552,748,402,598
/home/dziurawy-beret/dataset_final/00022_FINAL.png,466,662,614,810,/home/dziurawy-beret/houzz_final/00063.jpg,408,604,193,389
/home/dziurawy-beret/dataset_final/00022_FINAL.png,409,605,605,801,/home/dziurawy-beret/houzz_final/00014.jpg,527,723,396,592
/home/dziurawy-beret/dataset_final/00022_FINAL.png,409,605,605,801,/home/dziurawy-beret/houzz_final/00036.jpg,252,448,17,213
/home/dziurawy-beret/dataset_final/00022_FINAL.png,409,605,605,801,/home/dziurawy-beret/houzz_final/00057.jpg,342,538,573,769
/home/dziurawy-beret/dataset_final/00022_FINAL.png,350,546,740,936,/home/dziurawy-beret/houzz_final/00095.jpg,487,683,624,820
/home/dziurawy-beret/dataset_final/00022_FINAL.png,350,546,740,936,/home/dziurawy-beret/houzz_final/00095.jpg,525,721,485,681
/home/dziurawy-beret/dataset_final/00022_FINAL.png,350,546,740,936,/home/dziurawy-beret/houzz_final/00028.jpg,180,376,586,782
/home/dziurawy-beret/dataset_final/00022_FINAL.png,158,354,749,945,/home/dziurawy-beret/houzz_final/00097.jpg,155,351,292,488
/home/dziurawy-beret/dataset_final/00022_FINAL.png,158,354,749,945,/home/dziurawy-beret/houzz_final/00004.jpg,20,216,520,716
/home/dziurawy-beret/dataset_final/00022_FINAL.png,158,354,749,945,/home/dziurawy-beret/houzz_final/00049.jpg,201,397,158,354
/home/dziurawy-beret/dataset_final/00022_FINAL.png,158,354,749,945,/home/dziurawy-beret/houzz_final/00065.jpg,89,285,403,599
/home/dziurawy-beret/dataset_final/00022_FINAL.png,158,354,749,945,/home/dziurawy-beret/houzz_final/00026.jpg,280,476,195,391
/home/dziurawy-beret/dataset_final/00022_FINAL.png,158,354,749,945,/home/dziurawy-beret/houzz_final/00038.jpg,31,227,480,676
/home/dziurawy-beret/dataset_final/00022_FINAL.png,158,354,749,945,/home/dziurawy-beret/houzz_final/00065.jpg,70,266,105,301
/home/dziurawy-beret/dataset_final/00022_FINAL.png,158,354,749,945,/home/dziurawy-beret/houzz_final/00097.jpg,138,334,358,554
/home/dziurawy-beret/dataset_final/00022_FINAL.png,158,354,749,945,/home/dziurawy-beret/houzz_final/00059.jpg,110,306,382,578
/home/dziurawy-beret/dataset_final/00022_FINAL.png,558,754,667,863,/home/dziurawy-beret/houzz_final/00077.jpg,435,631,108,304
/home/dziurawy-beret/dataset_final/00022_FINAL.png,558,754,667,863,/home/dziurawy-beret/houzz_final/00059.jpg,560,756,785,981
/home/dziurawy-beret/dataset_final/00022_FINAL.png,558,754,667,863,/home/dziurawy-beret/houzz_final/00066.jpg,562,758,477,673
/home/dziurawy-beret/dataset_final/00022_FINAL.png,35,231,287,483,/home/dziurawy-beret/houzz_final/00095.jpg,525,721,485,681
/home/dziurawy-beret/dataset_final/00022_FINAL.png,357,553,505,701,/home/dziurawy-beret/houzz_final/00062.jpg,299,495,266,462
/home/dziurawy-beret/dataset_final/00022_FINAL.png,357,553,505,701,/home/dziurawy-beret/houzz_final/00036.jpg,294,490,815,1011
/home/dziurawy-beret/dataset_final/00022_FINAL.png,357,553,505,701,/home/dziurawy-beret/houzz_final/00095.jpg,210,406,573,769
/home/dziurawy-beret/dataset_final/00022_FINAL.png,357,553,505,701,/home/dziurawy-beret/houzz_final/00035.jpg,438,634,752,948
/home/dziurawy-beret/dataset_final/00022_FINAL.png,357,553,505,701,/home/dziurawy-beret/houzz_final/00022.jpg,261,457,586,782
/home/dziurawy-beret/dataset_final/00022_FINAL.png,357,553,505,701,/home/dziurawy-beret/houzz_final/00003.jpg,19,215,198,394
/home/dziurawy-beret/dataset_final/00022_FINAL.png,357,553,505,701,/home/dziurawy-beret/houzz_final/00015.jpg,316,512,166,362
/home/dziurawy-beret/dataset_final/00022_FINAL.png,357,553,505,701,/home/dziurawy-beret/houzz_final/00007.jpg,314,510,562,758
/home/dziurawy-beret/dataset_final/00022_FINAL.png,357,553,505,701,/home/dziurawy-beret/houzz_final/00054.jpg,392,588,751,947
/home/dziurawy-beret/dataset_final/00022_FINAL.png,357,553,505,701,/home/dziurawy-beret/houzz_final/00100.jpg,133,329,276,472
/home/dziurawy-beret/dataset_final/00022_FINAL.png,107,303,586,782,/home/dziurawy-beret/houzz_final/00045.jpg,144,340,679,875
/home/dziurawy-beret/dataset_final/00022_FINAL.png,107,303,586,782,/home/dziurawy-beret/houzz_final/00046.jpg,402,598,263,459
/home/dziurawy-beret/dataset_final/00022_FINAL.png,107,303,586,782,/home/dziurawy-beret/houzz_final/00048.jpg,70,266,87,283
/home/dziurawy-beret/dataset_final/00022_FINAL.png,107,303,586,782,/home/dziurawy-beret/houzz_final/00042.jpg,5,201,294,490
/home/dziurawy-beret/dataset_final/00022_FINAL.png,107,303,586,782,/home/dziurawy-beret/houzz_final/00093.jpg,214,410,317,513
